Name of Source,URL ,Type,Details,Image,Updated,Approved
Leo,https://www.tryleo.ai/,"AI,Research Tools","Store, organize, and transcribe your documents with the power of AI",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/xrPVDDVpPXwCtJ5WuB-n0A/PKOdvar0RbW7v4-o6U07ojHtsKo-QIc8VFqjNyPnzp2VmoBZ5wN1Nq8pzBrOH9WV9jFFuspi_0GxtZl-TP_7whgzh8DAfdeC8I0qmOxafGfRQBdWTCtZiwyE2rBvHWTwgcUD66q1H7DKHYj_rYjJew/hftydGQxu_Us6vjjo4HIFeG5LMLfGUWtdt0mdwzMyV8),9/19/2025 12:54pm,
Canopy IIIF,https://canopy-iiif.github.io/docs/,"Research Tools,Digital Publishing","An open-source static site generator designed for fast creation, contextualization, and customization of a discovery-focused digital scholarship and collections website using IIIF APIs.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/jhPj75VR8MqEEH8Y5IZcqw/iVQyY-hQT0CW7QHrvQuPJOIz7FpN5KLuIeTvgpfjdA901hcCHy-aCQAPmVrVWU8hP59TCyrUZI1ZenzW9sbkvRUU75zVDhd91T0Z6J43P8bRlB7NRD8I9RwA6WTsxRbDBX9fNazXCU7ToinpSQSmxw/8QRwpbucCjydTxXjZa9so610KvlHOOW_3UMzK-JWH1M),10/10/2025 2:41pm,
AllMaps,https://allmaps.org/,"Mapping Tools,Research Tools","Curating, georeferencing and exploring for IIIF maps. Millions of maps are available through IIIF, across libraries, archives and museums worldwide. Allmaps makes it easier and more inspiring to curate, georeference and explore collections of digitized maps.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/UfX6bmPLPyCu3IiBYfsNKg/E4aZlQtOdc8pCaU4e-81g67wbaN1s5Z2ovjiQ98Vm7zDQa64oQ0hlQsqigedeJAVIp9xKzgKS1vxZqliIlnFcI49j6ofqJddgbShiGvgpmfLYUD52S2SSzIJGKwiIw9Cg3lZutMrVE9wfLtkGLcQ0Q/ijRVdfG8smamKPUqj8DFtt8LNC8qM6-EJX0uv86Fua4),10/22/2025 9:47am,
Mapwarper,https://mapwarper.net/,"Mapping Tools,Research Tools","It's a free to use, open source map warper / map georectifier, and image georeferencer tool for individuals and small groups.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/PJL-JidvUQjc_tLF-mnG5Q/sB5kbB7L1pIN7GD7ncuYp0BLj-irKo0cYSce6fjSH3GQewbHMxNm2Luml8sYfVUnK_kQ8gFNDmP_q-OLCaIXUlVmiTPfFsWwIlG7e_nO8bboioF3hlxM3F7yyaZG-7eQvGqYFD_EWLO3YOeb7C01VQ/ADnygCX374Z7csmmH0c5YnT96caZz_Qg7D1yNL8IFY0),10/22/2025 9:49am,
KoboToolBox,https://www.kobotoolbox.org/,"Research Tools,Data Sources","Intuitive and adaptable data tools to maximize your impact. A data collection, management, and visualization platform used globally to accelerate positive social change.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/JRcwZdVZPavIdQ2XpYFqqQ/7NkXU2UVJLdqGK_AyoUR7iLLtsBiKGBrFzWQk1eGPxTOjah-7HRpwcP7R1wqyosF5UUI81arV-Xx2a9VYXtgxr70UpLSVvqpegQyejFLKtHaN4o7MInDfH2YnTHo7aBE_WWmrMfYTBGw1o18coo4wA/ULm1DK5wc__hzg_oboxngh3qiMDIXssDLdulPbbJMXw),10/22/2025 10:03am,
Cinemetrics,https://cinemetrics.uchicago.edu/how-to-use,"Research Tools,Visualization Tools","Cinemetrics tools not only let one record data to analyze movies as Yuri Tsivian did in his Intolerance study, but also publishes the gathered data on this web site for everyone to access. ",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/V4LYTVgTPbwUsXRWspSWtw/0rCddoYTDwLtP06rG2th-oiOZ6w5EG_L1bg1bF1GTuytHI5Q57xIyIqPnOsW38mx_d8RON1AcMd4z47sHmqI9wp_agjlpyuBPjd7WL8GwO654hWQkiRzcWzxpXK3n3WvXklNDumgkIW9ttmHI2jYAQ/FbXO9n0lTsIH6ISiVv4lyhG5K3aNxoLygtVdBoQS3nc),10/24/2025 10:41am,
ELAN,https://archive.mpi.nl/tla/elan,"Research Tools,Visualization Tools","ELAN is an annotation tool for audio and video recordings.
",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/co5g0TTJbXHzRUMzvb3RAQ/3FrjZfP6fJZC5SP-in8BiDkWihygaHu4mh9aODnfhKIw0LRAja0QHo90bajkWIvfN2p6EdbB3wm6TTZKn-Ucbr7DMrQ0g-EA9W6Dm3MNHnwQfZho-5LeoUVF8F-w18EB0zHA-HTUq5sBbYcGpsipxQ/ziapLZzswKCsBK1jFT3zEPSSngeMU9wC6vhdpsPN_NA),10/24/2025 10:41am,
Export Comments,https://exportcomments.com/,Web Scraping Tools,Export Social Media Comments,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/btKqO21QA0_TSHgY05vBag/iEp9NOyi5qbHlL0XfDZ2cxuqzk0OZc2oJ3o2hMBcua8Pjw2GrUSZpO7KlzUGDCBJzneghXv8bfyWF_qQdlevWdBcIbaJsxm7szcFE2oYEsj1L55C0MdJCmS5wJhX4EBFAo1xdT2hCvfgIiPsVOskAw/Vrvevs7WTp7_o1AWkkwJjm7yxXR9FkwOXb0RVocoGO8),10/28/2025 3:05pm,
LEAF-VRE,https://www.leaf-vre.org/,Digital Publishing,The Linked Editing Academic Framework - A Virtual Research Environment for the Humanities,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/4KXyGQ71K6q8RZzVfkBE2w/7MYD69JYpQViVvF0G5D6mqvMJiRtC8t8FPO-LUMeoSt2-0T0bzDxT1CNvSglMSnk7EHnGAMxjOfH2kW-hgAFFS7zHIBAXSllq7XJpzyEHalASJA2vgHzX2M4hbn0yZPpixL3cLep1unUeTcZbM4xuQ/26B2LjWg0J7_81qP7Jlq7kfREHfERfmW7Yb6OLgaRqQ),12/2/2025 2:17pm,
kraken,https://kraken.re/main/index.html,Research Tools,kraken is a turn-key OCR system optimized for historical and non-Latin script material.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/-LusKNSIpm2z0UwJxRl8qQ/eArlOoXCpACmAm25E9nHN8z5mYZmSw_FFqyxtuP1fJq7X-9iNONRgbLBF9rquySzOUgrYONrgxlAE4IY6Xf_oEUUANdmigKyxuN-L966y6RedHBDytmqDNxLXSvrr7WmervEO3JLYYprmdogO_IPnw/Cby-3o9FjRJKKdrzfd3SjcHwlCIFBEkKNHxG3yQ1UiI),12/2/2025 2:30pm,
Open Funding,https://github.com/ralphtheninja/open-funding,"Funding for Institutions,Funding for Individuals,Open Source / Open Access",A guide for researching ways of funding open source projects.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/q9ing_BPwm2FevLmnaE1Ew/7Yc_BmOGj7w32b8J0GAtObxVPvBmG_u_J6Ey7mug04NVfKZNGj50NTL5M4-2blqrKw7gbLkM2V3dyMyamyS6l3D-D9Hyy77XITNLvVoLD8UsSxvkqbotKRHkFf6fYHxhRxGoDN09FKnIfXiIuvdTzg/3wVyrUsqFDGGr86ez24HBOe_LjvrI8ZihVwvJ2acOOU),12/16/2025 11:43am,
Open Source Fundings Listed by John Hopkins,https://ospo.library.jhu.edu/services/funding-opportunities/,"Funding for Individuals,Funding for Institutions,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/f1YzP7A-q9uA4MUqLmYw2g/4WmFcP0LLcOUnGoLE09CtwuoDtoqkc28T91VyMOezCRLyPH8Yagvrz0QeY4Y-PK-HltYQ-VFmKm8otVJoP1l1IjkyID7m3AJpClR11TqLEUlO3PUGcUELkyifpXwnmgQDMmqakadJKRD8DKjUBTNMg/UuL3syw__7sSIOwVzy52f6YjyaOEsjD96qbaMX-cpfM),12/16/2025 11:44am,
